fact_key,country_key,quarter_key,product_key,specialty_key,channel_key,feedback_key,product_details,contact_number,mentions,weighted_calls,spending_total_eur,quality_index,converted_contacts
33315,1,20261,86,7,2,173,44,44,44,44,3903,0,44.0
33317,1,20222,86,7,2,174,89,89,89,27,2133,0,89.0
33321,1,20242,86,7,2,174,129,129,129,39,3365,0,129.0
33322,1,20243,86,7,2,174,129,129,129,6,564,0,129.0
33326,1,20261,86,7,2,253,49,49,49,49,4346,0,49.0
33329,1,20222,86,7,2,254,58,58,58,58,4634,0,58.0
33330,1,20242,86,7,2,254,49,49,49,49,4260,0,49.0
33331,1,20221,86,7,2,255,74,74,74,44,3465,0,74.0
33335,1,20221,86,7,2,256,148,148,148,59,4619,0,148.0
33337,1,20222,86,7,2,256,44,44,44,2,176,0,44.0
33339,1,20224,86,7,2,256,128,128,128,51,4326,0,128.0
33341,1,20241,86,7,2,256,78,78,78,31,2704,0,78.0
33344,1,20234,86,7,2,257,129,129,129,26,2236,0,129.0
33345,1,20221,86,7,2,260,97,97,97,97,7569,0,
33346,1,20223,86,7,2,260,77,77,77,77,6291,0,
33348,1,20224,86,7,2,260,78,78,78,78,6591,0,
33350,1,20244,86,7,2,265,79,79,79,32,2766,0,
33351,1,20221,86,7,2,266,58,58,58,12,905,0,
33357,1,20241,86,7,2,267,104,104,104,31,2704,0,
33363,1,20221,86,7,2,292,178,178,178,31,2431,890,178.0
33365,1,20222,86,7,2,292,89,89,89,9,711,445,89.0
33367,1,20231,86,7,2,292,102,102,102,15,1313,510,102.0
33369,1,20233,86,7,2,292,44,44,44,18,1519,220,44.0
33372,1,20242,86,7,2,292,94,94,94,94,8172,470,94.0
33374,1,20253,86,7,2,292,94,94,94,94,8357,470,94.0
33376,1,20222,86,7,2,297,96,96,96,96,7670,480,96.0
33377,1,20241,86,7,2,297,56,56,56,34,2912,280,56.0
33380,1,20252,86,7,2,297,57,57,57,57,5046,285,57.0
33388,1,20223,86,7,2,299,57,57,57,57,4657,285,57.0
33392,1,20233,86,7,2,299,56,56,56,22,1934,280,56.0
33395,1,20253,86,7,2,299,49,49,49,49,4356,245,49.0
33398,1,20233,86,7,2,300,88,88,88,88,7596,440,88.0
33400,1,20241,86,7,2,300,44,44,44,44,3813,220,44.0
33402,1,20242,86,7,2,300,44,44,44,44,3825,220,44.0
33404,1,20244,86,7,2,300,44,44,44,44,3851,220,44.0
33406,1,20253,86,7,2,300,44,44,44,44,3912,220,44.0
33407,1,20222,86,7,2,303,58,58,58,17,1390,290,58.0
33409,1,20241,86,7,2,303,93,93,93,93,8060,465,93.0
33412,1,20231,86,7,2,309,93,93,93,93,7983,465,93.0
33413,1,20232,86,7,2,309,57,57,57,57,4898,285,57.0
33415,1,20234,86,7,2,309,97,97,97,97,8407,485,97.0
33416,1,20242,86,7,2,309,94,94,94,28,2452,470,94.0
33417,1,20243,86,7,2,309,58,58,58,58,5073,290,58.0
33419,1,20231,86,7,2,310,102,102,102,51,4378,510,102.0
33424,1,20261,86,7,2,310,44,44,44,22,1949,220,44.0
33427,1,20231,86,7,2,311,133,133,133,97,8361,665,133.0
33431,1,20241,86,7,2,311,44,44,44,44,3813,220,44.0
33436,1,20231,86,7,2,375,93,93,93,5,399,465,93.0
33437,1,20251,86,7,2,375,89,89,89,36,3130,445,89.0
33441,1,20221,86,7,2,382,56,56,56,56,4370,280,56.0
33443,1,20233,86,7,2,382,89,89,89,27,2305,445,89.0
33445,1,20221,86,7,2,383,93,93,93,93,7257,465,93.0
33447,1,20241,86,7,2,383,78,78,78,78,6760,390,78.0
33449,1,20223,86,7,2,386,77,77,77,77,6291,385,
33450,1,20232,86,7,2,386,77,77,77,77,6617,385,
33451,1,20251,86,7,2,386,77,77,77,77,6771,385,
33452,1,20232,86,7,2,391,69,69,69,28,2372,345,
33453,1,20244,86,7,2,392,79,79,79,79,6914,395,
33455,1,20243,86,7,2,393,89,89,89,36,3114,445,
33456,1,20222,86,7,2,394,54,54,54,54,4315,270,
33458,1,20261,86,7,3,126,59,59,59,59,3470,-295,
33461,1,20252,86,7,4,254,44,44,44,44,1307,0,44.0
33463,1,20261,86,7,4,254,44,44,44,44,1308,0,44.0
33469,1,20261,86,7,5,81,89,89,89,89,3946,-445,
33476,1,20261,86,7,6,43,0,59,59,0,48,0,59.0
33480,1,20261,86,7,6,162,0,98,98,0,80,0,98.0
33482,1,20261,86,7,6,170,0,78,78,0,64,0,78.0
33484,1,20261,86,7,6,172,0,222,222,0,182,0,222.0
33488,1,20261,86,7,6,136,0,153,153,0,125,0,
33490,1,20261,86,7,6,254,0,44,44,0,36,0,44.0
33499,1,20233,86,7,7,255,0,89,89,0,73,0,89.0
33502,1,20221,86,7,17,14,0,707,707,0,563,0,
33504,1,20222,86,7,17,14,0,340,340,0,271,0,
33506,1,20223,86,7,17,14,0,280,280,0,223,0,
33508,1,20224,86,7,17,14,0,128,128,0,102,0,
33510,1,20231,86,7,17,14,0,362,362,0,286,0,
33512,1,20232,86,7,17,14,0,118,118,0,93,0,
33515,1,20234,86,7,17,14,0,135,135,0,107,0,
33518,1,20242,86,7,17,14,0,166,166,0,128,0,
33520,1,20243,86,7,17,14,0,58,58,0,45,0,
33522,1,20244,86,7,17,14,0,168,168,0,312,0,
33525,1,20252,86,7,17,14,0,57,57,0,44,0,
33527,1,20253,86,7,17,14,0,126,126,0,96,0,
33528,1,20261,86,7,17,14,0,108,108,0,87,0,
33530,1,20251,86,11,17,14,0,27,27,0,41,0,
33534,1,20251,86,11,18,292,27,27,27,27,2745,135,27.0
33537,1,20261,86,13,6,18,0,175,175,0,144,0,
33539,1,20241,86,13,6,164,0,166,166,0,136,0,166.0
33541,1,20261,86,13,6,172,0,175,175,0,144,0,175.0
33543,1,20261,86,13,6,173,0,1050,1050,0,861,0,1050.0
33544,1,20261,86,13,6,256,0,175,175,0,144,0,175.0
33545,1,20254,86,13,6,257,0,182,182,0,149,0,182.0
33546,1,20261,86,13,6,299,0,175,175,0,144,0,175.0
33550,1,20233,86,13,17,14,0,171,171,0,135,0,
33552,1,20234,86,13,17,14,0,184,184,0,145,0,
33553,1,20241,86,13,17,14,0,166,166,0,256,0,
33555,1,20242,86,13,17,14,0,168,168,0,129,0,
33556,1,20243,86,13,17,14,0,338,338,0,260,0,
33558,1,20251,86,13,17,14,0,169,169,0,258,0,
33559,1,20252,86,13,17,14,0,169,169,0,258,0,
33560,1,20253,86,13,17,14,0,338,338,0,516,0,
33561,1,20261,86,13,17,14,0,172,172,0,415,0,
33562,1,20234,86,13,18,3,184,184,184,184,17942,0,
33563,1,20241,86,13,18,3,166,166,166,166,16187,0,
33564,1,20253,86,13,18,3,169,169,169,169,16907,0,
33565,1,20261,86,13,18,3,172,172,172,172,17167,0,
33566,1,20252,86,13,18,7,169,169,169,51,5050,0,
33568,1,20243,86,13,18,9,169,169,169,68,6654,0,
33571,1,20233,86,13,18,10,171,171,171,103,9965,0,
33574,1,20242,86,13,18,10,168,168,168,67,6574,0,
33575,1,20243,86,13,18,10,169,169,169,68,6654,0,
33578,1,20251,86,13,18,10,169,169,169,101,10034,0,
33579,1,20252,86,13,18,10,169,169,169,169,16834,0,
33582,1,20234,86,13,18,155,184,184,184,74,7177,0,184.0
33583,1,20242,86,13,18,161,168,168,168,101,9861,0,168.0
33588,1,20224,86,13,18,173,177,177,177,177,16824,0,177.0
33590,1,20232,86,13,18,173,173,173,173,104,10033,0,173.0
33591,1,20233,86,13,18,173,171,171,171,171,16608,0,171.0
33593,1,20234,86,13,18,173,184,184,184,110,10765,0,184.0
33595,1,20241,86,13,18,173,332,332,332,232,22661,0,332.0
33596,1,20242,86,13,18,173,168,168,168,168,16435,0,168.0
33597,1,20251,86,13,18,173,169,169,169,169,16723,0,169.0
33601,1,20251,86,13,18,298,169,169,169,101,10034,845,169.0
33609,1,20231,86,13,18,310,171,171,171,26,2477,855,171.0
33610,1,20241,86,13,18,310,166,166,166,8,809,830,166.0
33611,1,20253,86,13,18,310,169,169,169,68,6763,845,169.0
33618,1,20242,86,13,18,382,168,168,168,25,2465,840,168.0
33619,1,20243,86,13,18,382,169,169,169,51,4990,845,169.0
33622,1,20251,86,18,13,47,73,73,73,15,944,-365,73.0
33623,1,20232,86,18,13,166,38,38,76,46,2882,0,38.0
33630,1,20244,86,18,13,174,76,76,152,30,1957,0,76.0
33631,1,20222,86,18,13,256,76,76,76,23,1340,0,76.0
33635,1,20222,86,18,13,266,76,76,76,76,4465,0,
33637,1,20233,86,18,13,266,74,74,222,63,3994,0,
33638,1,20251,86,18,13,266,73,73,73,7,472,0,
33644,1,20221,86,18,13,300,76,76,76,76,4360,380,76.0
33647,1,20232,86,18,13,303,38,38,76,30,1921,380,38.0
33651,1,20253,86,18,13,310,74,74,74,4,242,370,74.0
33652,1,20231,86,18,13,311,72,72,72,72,4545,360,72.0
33656,1,20252,86,18,16,36,74,74,74,74,2400,-370,74.0
33659,1,20221,86,18,16,166,38,38,76,23,652,0,38.0
33661,1,20252,86,18,16,174,25,25,74,37,1200,0,25.0
33665,1,20221,86,18,16,303,38,38,76,38,1087,380,38.0
33668,1,20223,86,18,16,303,66,66,132,66,1977,660,66.0
33670,1,20224,86,18,16,303,76,76,152,76,2354,760,76.0
33672,1,20233,86,18,16,303,74,74,148,59,1873,740,74.0
33673,1,20234,86,18,16,303,76,76,76,76,2413,380,76.0
33677,1,20251,86,18,16,303,73,73,146,73,2351,730,73.0
33678,1,20261,86,18,16,303,74,74,222,74,2405,1110,74.0
33682,1,20261,86,18,16,310,74,74,148,59,1922,740,74.0
33683,1,20231,86,18,16,311,72,72,144,72,2266,720,72.0
33685,1,20241,86,18,16,311,73,73,146,73,2318,730,73.0
33688,1,20252,86,18,16,311,49,49,148,37,1200,740,49.0
33689,1,20253,86,18,16,311,74,74,148,59,1928,740,74.0
33694,1,20241,86,19,6,267,0,48,48,0,39,0,
33697,1,20241,86,19,17,14,0,48,48,0,37,0,
33699,1,20241,86,19,18,173,48,48,48,14,1443,0,48.0
33700,1,20254,86,19,18,214,54,54,54,8,830,0,
33702,1,20251,86,19,18,264,49,49,49,15,1494,0,
33703,1,20253,86,19,18,267,49,49,49,2,252,0,
33707,1,20243,86,19,18,300,49,49,49,49,4955,245,49.0
33709,1,20251,86,19,18,300,49,49,49,49,4981,245,49.0
33715,1,20221,88,2,6,160,0,39,39,0,30,0,39.0
33717,1,20222,88,2,6,160,0,41,41,0,32,0,41.0
33718,1,20233,88,2,6,161,0,39,39,0,32,0,39.0
33719,1,20242,88,2,6,161,0,41,41,0,34,0,41.0
33721,1,20252,88,2,6,162,0,39,39,0,32,0,39.0
33723,1,20234,88,2,6,163,0,39,39,0,32,0,39.0
33724,1,20242,88,2,6,163,0,41,41,0,34,0,41.0
33726,1,20252,88,2,6,163,0,39,39,0,32,0,39.0
33728,1,20234,88,2,6,170,0,39,39,0,32,0,39.0
33730,1,20221,88,2,6,171,0,39,39,0,30,0,39.0
33732,1,20233,88,2,6,171,0,156,156,0,128,0,156.0
33733,1,20234,88,2,6,171,0,78,78,0,64,0,78.0
33735,1,20242,88,2,6,171,0,41,41,0,34,0,41.0
33736,1,20233,88,2,6,172,0,39,39,0,32,0,39.0
33738,1,20234,88,2,6,172,0,39,39,0,32,0,39.0
33741,1,20252,88,2,6,172,0,39,39,0,32,0,39.0
33744,1,20233,88,2,6,173,0,117,117,0,96,0,117.0
33746,1,20234,88,2,6,173,0,39,39,0,32,0,39.0
33748,1,20242,88,2,6,173,0,123,123,0,101,0,123.0
33749,1,20252,88,2,6,173,0,39,39,0,32,0,39.0
33753,1,20241,88,2,6,174,0,39,39,0,32,0,39.0
33754,1,20243,88,2,6,174,0,39,39,0,32,0,39.0
33757,1,20251,88,2,6,174,0,39,39,0,32,0,39.0
33759,1,20252,88,2,6,174,0,39,39,0,32,0,39.0
33760,1,20233,88,2,6,253,0,39,39,0,32,0,39.0
33762,1,20221,88,2,6,292,0,39,39,0,30,0,39.0
33763,1,20233,88,2,6,292,0,39,39,0,32,0,39.0
33764,1,20221,88,2,6,298,0,39,39,0,30,0,39.0
33769,1,20233,88,2,6,300,0,156,156,0,128,0,156.0
33771,1,20234,88,2,6,300,0,117,117,0,96,0,117.0
33774,1,20242,88,2,6,300,0,164,164,0,134,0,164.0
33776,1,20251,88,2,6,300,0,39,39,0,32,0,39.0
33777,1,20252,88,2,6,300,0,39,39,0,32,0,39.0
33782,1,20252,88,2,6,303,0,39,39,0,32,0,39.0
33783,1,20252,88,2,6,307,0,39,39,0,32,0,39.0
33786,1,20221,88,2,6,309,0,39,39,0,30,0,39.0
33787,1,20224,88,2,6,309,0,41,41,0,33,0,41.0
33788,1,20234,88,2,6,309,0,39,39,0,32,0,39.0
33790,1,20233,88,2,6,310,0,117,117,0,96,0,117.0
33792,1,20234,88,2,6,310,0,39,39,0,32,0,39.0
33795,1,20233,88,2,6,311,0,78,78,0,64,0,78.0
33796,1,20234,88,2,6,311,0,117,117,0,96,0,117.0
33798,1,20241,88,2,6,311,0,39,39,0,32,0,39.0
33799,1,20242,88,2,6,311,0,82,82,0,67,0,82.0
33800,1,20233,88,2,6,375,0,39,39,0,32,0,39.0
33805,1,20232,88,2,7,292,0,41,41,0,34,0,41.0
33807,1,20221,88,2,17,14,0,156,156,0,217,0,
33810,1,20223,88,2,17,14,0,39,39,0,31,0,
33812,1,20231,88,2,17,14,0,41,41,0,32,0,
33814,1,20232,88,2,17,14,0,41,41,0,32,0,
33819,1,20252,88,2,17,14,0,39,39,0,30,0,
33821,1,20253,88,2,17,14,0,39,39,0,119,0,
33823,1,20261,88,2,17,14,0,41,41,0,33,0,
33824,1,20221,88,2,18,48,39,39,39,39,3517,-195,39.0
33830,1,20253,88,2,18,5,39,39,39,39,4008,0,
33834,1,20221,88,2,18,9,39,39,78,39,3517,0,
33836,1,20232,88,2,18,9,41,41,41,41,4073,0,
33851,1,20261,88,2,18,170,41,41,41,41,4198,0,41.0
33852,1,20221,88,2,18,171,39,39,39,23,2110,0,39.0
33854,1,20223,88,2,18,171,39,39,39,23,2210,0,39.0
33855,1,20231,88,2,18,172,41,41,41,41,4068,0,41.0
33857,1,20222,88,2,18,173,41,41,41,41,3787,0,41.0
33858,1,20242,88,2,18,173,82,82,82,82,8243,0,82.0
33862,1,20223,88,2,18,174,39,39,39,39,3683,0,39.0
33867,1,20251,88,2,18,292,39,39,39,23,2379,195,39.0
33871,1,20261,88,2,18,297,41,41,41,41,4198,205,41.0
33875,1,20233,88,2,18,299,39,39,39,39,3892,195,39.0
33881,1,20251,88,2,18,299,39,39,39,39,3964,195,39.0
33882,1,20252,88,2,18,299,39,39,39,23,2394,195,39.0
33888,1,20233,88,2,18,300,39,39,39,39,3892,195,39.0
33892,1,20221,88,2,18,303,39,39,39,23,2110,195,39.0
33894,1,20242,88,2,18,309,41,41,41,41,4121,205,41.0
33895,1,20233,88,2,18,310,39,39,39,39,3892,195,39.0
33898,1,20223,88,2,18,311,39,39,39,23,2210,195,39.0
33901,1,20233,88,2,18,311,39,39,39,39,3892,195,39.0
33902,1,20261,88,2,18,311,39,39,39,23,2399,195,39.0
33903,1,20231,88,2,18,375,41,41,41,41,4068,205,41.0
33911,1,20252,88,2,19,172,39,39,39,16,1061,0,39.0
33913,1,20221,88,2,20,168,39,39,39,39,1177,0,39.0
33915,1,20223,88,2,20,172,39,39,39,39,1233,0,39.0
33916,1,20233,88,2,20,299,78,78,78,78,2606,390,78.0
33918,1,20221,88,2,21,299,39,39,39,39,1759,195,39.0
33919,1,20233,88,3,6,44,0,118,118,0,97,0,118.0
33920,1,20233,88,3,6,47,0,118,118,0,97,0,118.0
33921,1,20242,88,3,6,141,0,109,109,0,89,0,
33923,1,20233,88,3,6,161,0,118,118,0,97,0,118.0
33925,1,20233,88,3,6,162,0,118,118,0,97,0,118.0
33927,1,20242,88,3,6,162,0,109,109,0,89,0,109.0
33929,1,20233,88,3,6,163,0,118,118,0,97,0,118.0
33930,1,20234,88,3,6,163,0,118,118,0,97,0,118.0
33933,1,20251,88,3,6,171,0,111,111,0,91,0,111.0
33934,1,20252,88,3,6,171,0,112,112,0,92,0,112.0
33936,1,20233,88,3,6,172,0,354,354,0,290,0,354.0
33937,1,20234,88,3,6,172,0,118,118,0,97,0,118.0
33939,1,20242,88,3,6,172,0,109,109,0,89,0,109.0
33942,1,20221,88,3,6,173,0,204,204,0,155,0,204.0
33943,1,20233,88,3,6,173,0,118,118,0,97,0,118.0
33945,1,20242,88,3,6,173,0,109,109,0,89,0,109.0
33946,1,20252,88,3,6,173,0,112,112,0,92,0,112.0
33947,1,20252,88,3,6,174,0,112,112,0,92,0,112.0
33948,1,20242,88,3,6,256,0,109,109,0,89,0,109.0
33949,1,20244,88,3,6,264,0,118,118,0,97,0,
33953,1,20252,88,3,6,266,0,112,112,0,92,0,
33954,1,20254,88,3,6,266,0,119,119,0,98,0,
33955,1,20234,88,3,6,267,0,118,118,0,97,0,
33956,1,20242,88,3,6,267,0,109,109,0,89,0,
33958,1,20242,88,3,6,280,0,109,109,0,89,0,
33959,1,20233,88,3,6,292,0,118,118,0,97,0,118.0
33961,1,20242,88,3,6,292,0,109,109,0,89,0,109.0
33966,1,20233,88,3,6,299,0,118,118,0,97,0,118.0
33967,1,20234,88,3,6,299,0,118,118,0,97,0,118.0
33970,1,20252,88,3,6,299,0,112,112,0,92,0,112.0
33971,1,20221,88,3,6,300,0,102,102,0,78,0,102.0
33973,1,20233,88,3,6,300,0,236,236,0,194,0,236.0
33975,1,20234,88,3,6,300,0,118,118,0,97,0,118.0
33977,1,20242,88,3,6,300,0,545,545,0,447,0,545.0
33979,1,20252,88,3,6,300,0,336,336,0,276,0,336.0
33981,1,20242,88,3,6,303,0,109,109,0,89,0,109.0
33983,1,20233,88,3,6,309,0,118,118,0,97,0,118.0
33984,1,20242,88,3,6,309,0,109,109,0,89,0,109.0
33985,1,20221,88,3,6,310,0,306,306,0,233,0,306.0
33987,1,20233,88,3,6,310,0,118,118,0,97,0,118.0
33988,1,20242,88,3,6,310,0,218,218,0,179,0,218.0
33989,1,20252,88,3,6,310,0,112,112,0,92,0,112.0
33991,1,20233,88,3,6,311,0,118,118,0,97,0,118.0
33992,1,20234,88,3,6,311,0,118,118,0,97,0,118.0
33993,1,20252,88,3,6,311,0,112,112,0,92,0,112.0
33994,1,20261,88,3,6,329,0,116,116,0,95,0,116.0
33996,1,20252,88,3,6,382,0,112,112,0,92,0,112.0
33997,1,20233,88,3,6,383,0,118,118,0,97,0,118.0
33998,1,20233,88,3,6,394,0,118,118,0,97,0,
34003,1,20224,88,3,17,14,0,222,222,0,177,0,
34012,1,20254,88,3,17,14,0,119,119,0,91,0,
34013,1,20261,88,3,17,14,0,116,116,0,466,0,
34020,1,20254,88,3,18,9,119,119,119,119,11874,0,
34024,1,20224,88,3,18,10,111,111,111,111,10551,0,
34030,1,20232,88,3,18,11,118,118,118,118,11406,0,
34032,1,20231,88,3,18,160,106,106,106,106,10234,0,106.0
34036,1,20221,88,3,18,162,102,102,102,102,8952,0,102.0
34037,1,20223,88,3,18,162,104,104,104,62,5735,0,104.0
34043,1,20221,88,3,18,172,102,102,102,61,5371,0,102.0
34048,1,20261,88,3,18,172,116,116,116,116,11578,0,116.0
34051,1,20223,88,3,18,173,104,104,104,62,5735,0,104.0
34053,1,20224,88,3,18,173,111,111,111,67,6330,0,111.0
34056,1,20233,88,3,18,174,118,118,118,118,11460,0,118.0
34062,1,20253,88,3,18,292,109,109,109,109,10904,545,109.0
34065,1,20231,88,3,18,299,106,106,106,106,10234,530,106.0
34066,1,20231,88,3,18,307,106,106,106,106,10234,530,106.0
34067,1,20234,88,3,18,309,118,118,118,118,11506,590,118.0
34070,1,20233,88,3,18,311,118,118,118,118,11460,590,118.0
34071,1,20252,88,3,18,311,112,112,112,112,11156,560,112.0
34073,1,20221,88,3,18,375,102,102,102,102,8952,510,102.0
34075,1,20222,88,3,18,383,111,111,111,111,9976,555,111.0
34077,1,20221,88,3,19,173,102,102,102,102,5948,0,102.0
34079,1,20243,88,3,19,265,111,111,111,111,7256,0,
34083,1,20221,88,3,20,172,102,102,102,102,3001,0,102.0
34084,1,20223,88,3,20,172,104,104,104,104,3203,0,104.0
34088,1,20244,88,5,6,163,0,37,37,0,30,0,37.0
34095,1,20244,88,5,6,257,0,37,37,0,30,0,37.0
34097,1,20251,88,5,6,257,0,34,34,0,28,0,34.0
34099,1,20221,88,5,6,260,0,34,34,0,26,0,
34101,1,20251,88,5,6,310,0,34,34,0,28,0,34.0
34102,1,20233,88,5,6,335,0,34,34,0,28,0,34.0
34104,1,20243,88,5,7,79,0,36,36,0,30,0,
34109,1,20223,88,5,17,14,0,34,34,0,27,0,
34111,1,20232,88,5,17,14,0,34,34,0,27,0,
34113,1,20233,88,5,17,14,0,34,34,0,54,0,
34116,1,20242,88,5,17,14,0,36,36,0,28,0,
34117,1,20244,88,5,17,14,0,37,37,0,57,0,
34120,1,20261,88,5,17,14,0,34,34,0,55,0,
34121,1,20232,88,5,18,10,34,34,34,34,3377,0,
34123,1,20233,88,5,18,10,34,34,34,34,3393,0,
34126,1,20242,88,5,18,10,36,36,36,36,3619,0,
34127,1,20244,88,5,18,10,37,37,37,37,3744,0,
34130,1,20223,88,5,18,11,34,34,34,34,3211,0,
34133,1,20261,88,5,18,11,34,34,34,34,3481,0,
34141,1,20242,88,6,6,264,0,41,41,0,34,0,
34142,1,20251,88,6,6,264,0,39,39,0,32,0,
34151,1,20222,88,8,6,170,0,38,38,0,29,0,38.0
34158,1,20223,88,9,6,172,0,39,39,0,31,0,39.0
34162,1,20234,88,9,6,266,0,39,39,0,32,0,
34166,1,20224,88,9,6,309,0,39,39,0,32,0,39.0
34170,1,20222,88,9,17,14,0,39,39,0,62,0,
34174,1,20241,88,9,17,14,0,39,39,0,30,0,
34175,1,20221,88,9,18,171,39,39,39,23,2110,0,39.0
34180,1,20222,88,9,18,265,39,39,39,23,2161,0,
34188,1,20241,88,9,18,299,39,39,39,39,3908,195,39.0
34191,1,20232,88,9,18,300,39,39,39,39,3874,195,39.0
34195,1,20252,88,9,19,41,39,39,39,39,2653,-195,39.0
34198,1,20252,88,9,19,120,39,39,39,39,2653,-195,
34206,1,20233,88,7,2,7,56,56,56,56,4834,0,
34207,1,20234,88,7,2,7,56,56,56,56,4854,0,
34213,1,20252,88,7,2,9,93,93,93,56,4939,0,
34215,1,20241,88,7,2,10,49,49,49,49,4247,0,
34217,1,20252,88,7,2,10,77,77,77,46,4090,0,
34221,1,20253,88,7,2,11,89,89,89,36,3165,0,
34224,1,20261,88,7,2,155,44,44,44,26,2342,0,44.0
34226,1,20261,88,7,2,162,78,78,78,47,4151,0,78.0
34229,1,20251,88,7,2,171,64,64,64,38,3377,0,64.0
34230,1,20252,88,7,2,171,89,89,89,89,7878,0,89.0
34231,1,20261,88,7,2,171,64,64,64,38,3406,0,64.0
34233,1,20223,88,7,2,173,49,49,49,49,4003,0,49.0
34238,1,20251,88,7,2,173,133,133,133,69,6032,0,133.0
34241,1,20244,88,7,2,174,79,79,79,79,6914,0,79.0
34242,1,20253,88,7,2,174,77,77,77,46,4107,0,77.0
34243,1,20251,88,7,2,249,44,44,44,18,1548,0,44.0
34244,1,20254,88,7,2,253,49,49,49,49,4345,0,49.0
34247,1,20252,88,7,2,255,44,44,44,26,2337,0,44.0
34248,1,20253,88,7,2,255,44,44,44,26,2347,0,44.0
34250,1,20261,88,7,2,256,49,49,49,49,4346,0,49.0
34251,1,20221,88,7,2,257,56,56,56,56,4370,0,56.0
34255,1,20243,88,7,2,260,78,78,78,78,6823,0,
34257,1,20251,88,7,2,260,77,77,77,77,6771,0,
34261,1,20252,88,7,2,267,57,57,57,57,5046,0,
34263,1,20243,88,7,2,298,49,49,49,49,4286,245,49.0
34264,1,20244,88,7,2,298,59,59,59,59,5164,295,59.0
34265,1,20253,88,7,2,298,94,94,94,94,8357,470,94.0
34268,1,20221,88,7,2,299,58,58,58,58,4526,290,58.0
34269,1,20233,88,7,2,299,112,112,112,112,9668,560,112.0
34270,1,20251,88,7,2,299,149,149,149,149,13102,745,149.0
34275,1,20223,88,7,2,308,57,57,57,57,4657,285,57.0
34285,1,20252,88,7,2,381,93,93,93,93,8232,465,93.0
34286,1,20253,88,7,2,381,94,94,94,38,3343,470,94.0
34289,1,20252,88,7,2,386,54,54,54,54,4780,270,
34291,1,20242,88,7,3,161,104,104,104,104,6006,0,104.0
34292,1,20243,88,7,3,161,208,208,208,208,12085,0,208.0
34295,1,20251,88,7,3,161,104,104,104,104,6074,0,104.0
34298,1,20253,88,7,3,161,104,104,104,104,6139,0,104.0
34303,1,20254,88,7,3,171,49,49,49,49,2885,0,49.0
34304,1,20242,88,7,3,172,104,104,104,104,6006,0,104.0
34307,1,20244,88,7,3,172,104,104,104,104,6046,0,104.0
34310,1,20252,88,7,3,172,104,104,104,104,6113,0,104.0
34312,1,20253,88,7,3,172,104,104,104,104,6139,0,104.0
34313,1,20221,88,7,3,253,69,69,69,69,3577,0,69.0
34315,1,20253,88,7,3,297,104,104,104,104,6139,520,104.0
34317,1,20252,88,7,3,308,57,57,57,57,3350,285,57.0
34318,1,20252,88,7,3,310,49,49,49,49,2880,245,49.0
34324,1,20251,88,7,4,249,44,44,44,44,1298,0,44.0
34326,1,20241,88,7,4,254,44,44,44,44,1280,0,44.0
34329,1,20243,88,7,4,254,44,44,44,44,1291,0,44.0
34337,1,20221,88,7,5,170,88,88,88,88,3436,0,88.0
34338,1,20221,88,7,5,253,49,49,49,49,1913,0,49.0
34339,1,20252,88,7,5,253,49,49,49,49,2171,0,49.0
34340,1,20261,88,7,5,253,49,49,49,49,2173,0,49.0
34345,1,20242,88,7,5,311,57,57,57,57,2481,285,57.0
34350,1,20252,88,7,6,43,0,77,77,0,63,0,77.0
34356,1,20241,88,7,6,155,0,1302,1302,0,1068,0,1302.0
34358,1,20242,88,7,6,155,0,188,188,0,154,0,188.0
34360,1,20243,88,7,6,155,0,558,558,0,458,0,558.0
34362,1,20244,88,7,6,155,0,388,388,0,318,0,388.0
34364,1,20251,88,7,6,155,0,470,470,0,385,0,470.0
34366,1,20252,88,7,6,155,0,279,279,0,229,0,279.0
34369,1,20241,88,7,6,160,0,129,129,0,106,0,129.0
34371,1,20251,88,7,6,161,0,44,44,0,36,0,44.0
34372,1,20252,88,7,6,161,0,44,44,0,36,0,44.0
34375,1,20242,88,7,6,162,0,94,94,0,77,0,94.0
34376,1,20243,88,7,6,162,0,104,104,0,85,0,104.0
34382,1,20252,88,7,6,164,0,104,104,0,85,0,104.0
34384,1,20243,88,7,6,170,0,218,218,0,179,0,218.0
34387,1,20252,88,7,6,170,0,54,54,0,44,0,54.0
34390,1,20251,88,7,6,171,0,147,147,0,121,0,147.0
34391,1,20224,88,7,6,172,0,98,98,0,79,0,98.0
34394,1,20241,88,7,6,172,0,89,89,0,73,0,89.0
34396,1,20243,88,7,6,172,0,89,89,0,73,0,89.0
34399,1,20251,88,7,6,172,0,89,89,0,73,0,89.0
34400,1,20252,88,7,6,172,0,230,230,0,189,0,230.0
34405,1,20242,88,7,6,173,0,104,104,0,85,0,104.0
34407,1,20243,88,7,6,173,0,93,93,0,76,0,93.0
34408,1,20244,88,7,6,173,0,104,104,0,85,0,104.0
34410,1,20251,88,7,6,173,0,104,104,0,85,0,104.0
34412,1,20252,88,7,6,173,0,543,543,0,445,0,543.0
34415,1,20241,88,7,6,174,0,197,197,0,162,0,197.0
34421,1,20241,88,7,6,255,0,104,104,0,85,0,104.0
34423,1,20242,88,7,6,255,0,104,104,0,85,0,104.0
34429,1,20252,88,7,6,257,0,77,77,0,63,0,77.0
34431,1,20243,88,7,6,263,0,129,129,0,106,0,
