fact_key,country_key,quarter_key,product_key,specialty_key,channel_key,feedback_key,product_details,contact_number,mentions,weighted_calls,spending_total_eur,quality_index,converted_contacts
13703,1,20223,1,13,19,383,163,163,163,163,9953,815,163.0
13708,1,20222,1,13,20,382,177,177,177,106,3199,885,177.0
13712,1,20261,1,13,21,254,175,175,175,175,8712,0,175.0
13713,1,20261,1,13,21,255,172,172,172,172,8572,0,172.0
13718,1,20244,1,13,21,292,173,173,173,173,8513,865,173.0
13719,1,20261,1,13,21,299,172,172,172,172,8572,860,172.0
13720,1,20244,1,13,21,300,173,173,173,173,8513,865,173.0
13722,1,20261,1,13,21,303,172,172,172,103,5143,860,172.0
13724,1,20254,1,13,21,311,182,182,182,182,9069,910,182.0
13728,1,20241,1,13,21,383,166,166,166,166,8089,830,166.0
13736,1,20253,1,16,6,215,0,23,23,0,19,0,
13737,1,20244,1,16,6,297,0,24,24,0,20,0,24.0
13738,1,20244,1,16,6,382,0,24,24,0,20,0,24.0
13742,1,20241,1,16,18,292,23,23,23,23,2305,115,23.0
13744,1,20234,1,16,18,298,24,24,24,24,2405,120,24.0
13745,1,20251,1,16,18,300,23,23,23,23,2338,115,23.0
13746,1,20242,1,16,18,309,23,23,23,23,2312,115,23.0
13752,1,20232,1,16,21,170,23,23,23,23,1142,0,23.0
13756,1,20244,1,18,13,171,76,76,76,76,4893,0,76.0
13757,1,20251,1,18,13,171,73,73,73,73,4721,0,73.0
13758,1,20231,1,18,13,172,72,72,72,72,4545,0,72.0
13760,1,20222,1,18,13,310,76,76,76,76,4465,380,76.0
13761,1,20232,1,18,13,310,76,76,76,76,4803,380,76.0
13764,1,20234,1,18,13,392,76,76,76,76,4845,380,
13767,1,20243,1,19,6,172,0,49,49,0,40,0,49.0
13772,1,20254,1,19,6,210,0,54,54,0,44,0,
13773,1,20253,1,19,6,211,0,49,49,0,40,0,
13774,1,20254,1,19,6,211,0,54,54,0,44,0,
13775,1,20241,1,19,6,212,0,48,48,0,39,0,
13780,1,20224,1,19,6,254,0,53,53,0,43,0,53.0
13782,1,20254,1,19,6,255,0,54,54,0,44,0,54.0
13783,1,20222,1,19,6,256,0,51,51,0,39,0,51.0
13785,1,20254,1,19,6,256,0,54,54,0,44,0,54.0
13797,1,20253,1,19,6,383,0,49,49,0,40,0,49.0
13802,1,20243,1,19,11,329,0,49,49,0,14420,0,49.0
13804,1,20221,1,19,17,14,0,48,48,0,414,0,
13806,1,20223,1,19,17,14,0,47,47,0,406,0,
13809,1,20231,1,19,17,14,0,48,48,0,299,0,
13810,1,20232,1,19,17,14,0,49,49,0,610,0,
13812,1,20233,1,19,17,14,0,49,49,0,610,0,
13813,1,20241,1,19,17,14,0,48,48,0,298,0,
13815,1,20244,1,19,18,171,53,53,53,53,5363,0,53.0
13817,1,20232,1,19,18,254,49,49,49,49,4867,0,49.0
13821,1,20221,1,19,18,255,48,48,48,48,4329,0,48.0
13823,1,20223,1,19,18,255,94,94,94,75,7102,0,94.0
13825,1,20231,1,19,18,255,48,48,48,19,1905,0,48.0
13826,1,20253,1,19,18,255,49,49,49,49,5035,0,49.0
13827,1,20254,1,19,18,255,54,54,54,54,5534,0,54.0
13828,1,20261,1,19,18,255,49,49,49,49,5023,0,49.0
13829,1,20242,1,19,18,265,49,49,49,49,4925,0,
13830,1,20251,1,19,18,265,49,49,49,49,4981,0,
13832,1,20221,1,19,18,292,48,48,48,19,1731,240,48.0
13834,1,20222,1,19,18,292,51,51,51,10,942,255,51.0
13837,1,20224,1,19,18,292,106,106,106,32,3106,530,106.0
13839,1,20231,1,19,18,292,48,48,48,19,1905,240,48.0
13841,1,20232,1,19,18,292,49,49,49,20,1947,245,49.0
13843,1,20251,1,19,18,292,49,49,49,49,4981,245,49.0
13844,1,20241,1,19,18,297,48,48,48,48,4810,240,48.0
13847,1,20253,1,19,18,300,49,49,49,49,5035,245,49.0
13851,1,20221,1,19,18,353,48,48,48,48,4329,240,48.0
13857,1,20232,1,19,18,381,49,49,49,49,4867,245,49.0
13859,1,20233,1,19,18,381,49,49,49,49,4890,245,49.0
13865,1,20222,1,19,18,383,51,51,51,51,4710,255,51.0
13866,1,20223,1,19,18,383,47,47,47,24,2219,235,47.0
13867,1,20253,1,22,6,80,0,41,41,0,34,0,
13868,1,20253,1,22,6,231,0,41,41,0,34,0,
13874,1,20222,1,22,20,363,41,41,41,41,1268,205,
13875,1,20243,2,2,6,44,0,39,39,0,32,0,39.0
13883,1,20243,2,2,6,170,0,39,39,0,32,0,39.0
13884,1,20244,2,2,6,170,0,41,41,0,34,0,41.0
13887,1,20243,2,2,6,171,0,39,39,0,32,0,39.0
13888,1,20241,2,2,6,173,0,39,39,0,32,0,39.0
13893,1,20221,2,2,6,203,0,39,39,0,30,0,39.0
13894,1,20223,2,2,6,204,0,39,39,0,31,0,39.0
13900,1,20232,2,2,6,254,0,41,41,0,34,0,41.0
13906,1,20223,2,2,6,256,0,39,39,0,31,0,39.0
13914,1,20251,2,2,6,280,0,39,39,0,32,0,
13917,1,20233,2,2,6,292,0,39,39,0,32,0,39.0
13919,1,20234,2,2,6,292,0,39,39,0,32,0,39.0
13922,1,20242,2,2,6,292,0,82,82,0,67,0,82.0
13924,1,20224,2,2,6,297,0,41,41,0,33,0,41.0
13927,1,20244,2,2,6,299,0,41,41,0,34,0,41.0
13931,1,20241,2,2,6,300,0,78,78,0,64,0,78.0
13933,1,20242,2,2,6,300,0,41,41,0,34,0,41.0
13935,1,20261,2,2,6,300,0,80,80,0,66,0,80.0
13936,1,20243,2,2,6,303,0,39,39,0,32,0,39.0
13940,1,20252,2,2,6,311,0,39,39,0,32,0,39.0
13942,1,20253,2,2,6,311,0,39,39,0,32,0,39.0
13944,1,20224,2,2,6,329,0,41,41,0,33,0,41.0
13945,1,20223,2,2,6,335,0,39,39,0,31,0,39.0
13948,1,20221,2,2,6,349,0,39,39,0,30,0,39.0
13953,1,20222,2,2,6,375,0,41,41,0,32,0,41.0
13955,1,20224,2,2,6,375,0,82,82,0,66,0,82.0
13957,1,20242,2,2,6,375,0,41,41,0,34,0,41.0
13961,1,20233,2,2,6,382,0,39,39,0,32,0,39.0
13966,1,20234,2,2,6,383,0,39,39,0,32,0,39.0
13969,1,20252,2,2,6,383,0,39,39,0,32,0,39.0
13971,1,20261,2,2,6,383,0,41,41,0,34,0,41.0
13975,1,20241,2,2,7,163,0,39,39,0,32,0,39.0
13989,1,20233,2,2,11,292,0,39,39,0,13017,0,39.0
13990,1,20252,2,2,11,292,0,39,39,0,14723,0,39.0
13991,1,20253,2,2,11,292,0,10,39,0,10308,0,10.0
13994,1,20231,2,2,11,300,0,82,82,0,83699,0,82.0
13997,1,20223,2,2,11,375,0,20,39,0,18944,0,20.0
14000,1,20241,2,2,11,375,0,39,39,0,14416,0,39.0
14002,1,20223,2,2,17,14,0,39,39,0,168,0,
14004,1,20234,2,2,17,14,0,39,39,0,485,0,
14006,1,20243,2,2,17,14,0,39,39,0,242,0,
14008,1,20253,2,2,17,14,0,39,39,0,420,0,
14010,1,20261,2,2,17,14,0,41,41,0,263,0,
14011,1,20261,2,2,18,44,41,41,41,41,4198,-205,41.0
14012,1,20251,2,2,18,103,39,39,39,39,3964,-195,
14015,1,20234,2,2,18,10,39,39,39,39,3907,0,
14016,1,20243,2,2,18,10,39,39,39,39,3944,0,
14018,1,20232,2,2,18,11,41,41,41,41,4073,0,
14022,1,20243,2,2,18,11,78,78,78,78,7888,0,
14026,1,20261,2,2,18,11,39,39,39,39,3998,0,
14028,1,20254,2,2,18,160,43,43,43,43,4407,0,43.0
14029,1,20231,2,2,18,162,41,41,41,41,4068,0,41.0
14032,1,20234,2,2,18,162,39,39,39,39,3907,0,39.0
14035,1,20251,2,2,18,162,39,39,39,39,3964,0,39.0
14037,1,20233,2,2,18,163,39,39,39,39,3892,0,39.0
14041,1,20243,2,2,18,163,39,39,39,39,3944,0,39.0
14046,1,20253,2,2,18,166,39,39,39,39,4008,0,39.0
14047,1,20261,2,2,18,166,80,80,80,80,8196,0,80.0
14055,1,20252,2,2,18,172,39,39,39,39,3990,0,39.0
14057,1,20253,2,2,18,172,39,39,39,39,4008,0,39.0
14059,1,20261,2,2,18,172,39,39,39,39,3998,0,39.0
14060,1,20234,2,2,18,173,39,39,39,39,3907,0,39.0
14062,1,20241,2,2,18,173,39,39,39,39,3908,0,39.0
14065,1,20254,2,2,18,173,43,43,43,43,4407,0,43.0
14066,1,20261,2,2,18,173,82,82,82,82,8396,0,82.0
14068,1,20231,2,2,18,174,82,82,82,33,3254,0,82.0
14070,1,20232,2,2,18,174,41,41,41,25,2444,0,41.0
14071,1,20233,2,2,18,174,39,39,39,39,3892,0,39.0
14074,1,20241,2,2,18,174,39,39,39,39,3908,0,39.0
14078,1,20251,2,2,18,174,78,78,78,78,7929,0,78.0
14079,1,20252,2,2,18,174,39,39,39,39,3990,0,39.0
14082,1,20223,2,2,18,202,39,39,39,39,3683,0,39.0
14083,1,20222,2,2,18,204,41,41,41,41,3787,0,41.0
14084,1,20223,2,2,18,204,39,39,39,16,1473,0,39.0
14086,1,20222,2,2,18,221,41,41,41,41,3787,0,41.0
14088,1,20224,2,2,18,224,41,41,41,41,4004,0,41.0
14089,1,20231,2,2,18,224,41,41,41,41,4068,0,41.0
14092,1,20223,2,2,18,255,78,78,78,78,7366,0,78.0
14093,1,20242,2,2,18,255,41,41,41,41,4121,0,41.0
14097,1,20224,2,2,18,256,41,41,41,41,4004,0,41.0
14099,1,20232,2,2,18,256,41,41,41,41,4073,0,41.0
14100,1,20233,2,2,18,256,39,39,39,39,3892,0,39.0
14102,1,20241,2,2,18,256,39,39,39,39,3908,0,39.0
14104,1,20243,2,2,18,256,39,39,39,39,3944,0,39.0
14106,1,20244,2,2,18,256,41,41,41,41,4149,0,41.0
14109,1,20222,2,2,18,257,41,41,41,41,3787,0,41.0
14111,1,20223,2,2,18,257,39,39,39,23,2210,0,39.0
14114,1,20241,2,2,18,257,39,39,39,39,3908,0,39.0
14116,1,20243,2,2,18,257,39,39,39,39,3944,0,39.0
14118,1,20261,2,2,18,264,41,41,41,8,840,0,
14122,1,20231,2,2,18,266,41,41,41,41,4068,0,
14123,1,20242,2,2,18,266,41,41,41,41,4121,0,
14127,1,20253,2,2,18,267,39,39,39,39,4008,0,
14130,1,20222,2,2,18,292,41,41,41,41,3787,205,41.0
14132,1,20224,2,2,18,292,41,41,41,41,4004,205,41.0
14134,1,20231,2,2,18,292,82,82,82,82,8136,410,82.0
14137,1,20233,2,2,18,292,78,78,78,78,7784,390,78.0
14139,1,20234,2,2,18,292,156,156,156,133,13285,780,156.0
14141,1,20241,2,2,18,292,39,39,39,39,3908,195,39.0
14143,1,20242,2,2,18,292,123,123,123,123,12364,615,123.0
14145,1,20243,2,2,18,292,78,78,78,78,7888,390,78.0
14147,1,20244,2,2,18,292,82,82,82,82,8298,410,82.0
14149,1,20251,2,2,18,292,39,39,39,39,3964,195,39.0
14151,1,20252,2,2,18,292,78,78,78,78,7981,390,78.0
14153,1,20253,2,2,18,292,39,39,39,39,4008,195,39.0
14155,1,20261,2,2,18,292,160,160,160,160,16393,800,160.0
14160,1,20223,2,2,18,297,39,39,39,39,3683,195,39.0
14162,1,20233,2,2,18,297,39,39,39,39,3892,195,39.0
14165,1,20231,2,2,18,298,41,41,41,41,4068,205,41.0
14167,1,20243,2,2,18,298,39,39,39,39,3944,195,39.0
14169,1,20253,2,2,18,298,39,39,39,39,4008,195,39.0
14171,1,20261,2,2,18,298,82,82,82,82,8396,410,82.0
14172,1,20222,2,2,18,299,41,41,41,41,3787,205,41.0
14174,1,20224,2,2,18,299,41,41,41,41,4004,205,41.0
14177,1,20232,2,2,18,299,82,82,82,82,8145,410,82.0
14180,1,20234,2,2,18,299,39,39,39,39,3907,195,39.0
14182,1,20241,2,2,18,299,39,39,39,39,3908,195,39.0
14184,1,20242,2,2,18,299,82,82,82,82,8243,410,82.0
14186,1,20243,2,2,18,299,78,78,78,78,7888,390,78.0
14188,1,20244,2,2,18,299,123,123,123,123,12446,615,123.0
14190,1,20251,2,2,18,299,39,39,39,39,3964,195,39.0
14191,1,20254,2,2,18,299,86,86,86,86,8814,430,86.0
14193,1,20224,2,2,18,300,41,41,41,41,4004,205,41.0
14195,1,20231,2,2,18,300,41,41,41,41,4068,205,41.0
14198,1,20233,2,2,18,300,117,117,117,117,11677,585,117.0
14200,1,20234,2,2,18,300,156,156,156,156,15630,780,156.0
14202,1,20241,2,2,18,300,39,39,39,39,3908,195,39.0
14204,1,20242,2,2,18,300,82,82,82,82,8243,410,82.0
14208,1,20254,2,2,18,300,43,43,43,43,4407,215,43.0
14209,1,20261,2,2,18,300,117,117,117,117,11995,585,117.0
14211,1,20232,2,2,18,303,41,41,41,41,4073,205,41.0
14214,1,20252,2,2,18,303,78,78,78,78,7981,390,78.0
14215,1,20253,2,2,18,303,39,39,39,39,4008,195,39.0
14216,1,20261,2,2,18,303,39,39,39,39,3998,195,39.0
14217,1,20234,2,2,18,308,39,39,39,39,3907,195,39.0
14219,1,20223,2,2,18,309,39,39,39,39,3683,195,39.0
14223,1,20242,2,2,18,310,82,82,82,82,8243,410,82.0
14225,1,20243,2,2,18,310,39,39,39,39,3944,195,39.0
14229,1,20243,2,2,18,311,39,39,39,39,3944,195,39.0
14231,1,20251,2,2,18,311,78,78,78,78,7929,390,78.0
14233,1,20252,2,2,18,311,39,39,39,39,3990,195,39.0
14235,1,20254,2,2,18,311,86,86,86,86,8814,430,86.0
14236,1,20261,2,2,18,311,80,80,80,80,8196,400,80.0
14237,1,20222,2,2,18,329,82,82,82,82,7574,410,82.0
14240,1,20224,2,2,18,329,82,82,82,82,8009,410,82.0
14244,1,20251,2,2,18,329,117,117,117,117,11893,585,117.0
14249,1,20222,2,2,18,336,41,41,41,41,3787,205,41.0
14250,1,20223,2,2,18,336,39,39,39,39,3683,195,39.0
14252,1,20244,2,2,18,336,41,41,41,41,4149,205,41.0
14254,1,20222,2,2,18,337,41,41,41,41,3787,205,41.0
14256,1,20223,2,2,18,337,39,39,39,39,3683,195,39.0
14259,1,20251,2,2,18,337,39,39,39,39,3964,195,39.0
14261,1,20261,2,2,18,337,41,41,41,41,4198,205,41.0
14263,1,20222,2,2,18,349,41,41,41,41,3787,205,41.0
14266,1,20221,2,2,18,353,39,39,39,39,3517,195,39.0
14271,1,20223,2,2,18,355,39,39,39,39,3683,195,39.0
14275,1,20223,2,2,18,375,39,39,39,39,3683,195,39.0
14277,1,20231,2,2,18,375,82,82,82,82,8136,410,82.0
14279,1,20232,2,2,18,375,123,123,123,123,12218,615,123.0
14281,1,20233,2,2,18,375,39,39,39,39,3892,195,39.0
14283,1,20234,2,2,18,375,39,39,39,39,3907,195,39.0
14285,1,20241,2,2,18,375,39,39,39,39,3908,195,39.0
14287,1,20243,2,2,18,375,39,39,39,39,3944,195,39.0
14289,1,20244,2,2,18,375,41,41,41,41,4149,205,41.0
14291,1,20252,2,2,18,375,39,39,39,39,3990,195,39.0
14293,1,20261,2,2,18,375,158,158,158,158,16193,790,158.0
14297,1,20241,2,2,18,380,39,39,39,39,3908,195,39.0
14298,1,20224,2,2,18,381,41,41,41,25,2403,205,41.0
14299,1,20231,2,2,18,381,41,41,41,41,4068,205,41.0
14302,1,20233,2,2,18,381,78,78,78,78,7784,390,78.0
14303,1,20234,2,2,18,381,39,39,39,39,3907,195,39.0
14305,1,20241,2,2,18,381,39,39,39,39,3908,195,39.0
14309,1,20223,2,2,18,382,78,78,78,78,7366,390,78.0
14312,1,20231,2,2,18,382,82,82,82,82,8136,410,82.0
14314,1,20233,2,2,18,382,78,78,78,78,7784,390,78.0
14316,1,20243,2,2,18,382,39,39,39,39,3944,195,39.0
14320,1,20253,2,2,18,382,39,39,39,39,4008,195,39.0
14321,1,20221,2,2,18,383,39,39,39,39,3517,195,39.0
14324,1,20224,2,2,18,383,123,123,123,123,12013,615,123.0
14326,1,20231,2,2,18,383,41,41,41,41,4068,205,41.0
14328,1,20232,2,2,18,383,41,41,41,41,4073,205,41.0
14331,1,20234,2,2,18,383,117,117,117,117,11722,585,117.0
14333,1,20241,2,2,18,383,117,117,117,117,11723,585,117.0
14335,1,20242,2,2,18,383,41,41,41,41,4121,205,41.0
14337,1,20243,2,2,18,383,39,39,39,39,3944,195,39.0
14341,1,20253,2,2,18,383,39,39,39,39,4008,195,39.0
14342,1,20261,2,2,18,383,78,78,78,78,7997,390,78.0
14345,1,20223,2,2,18,391,39,39,39,39,3683,195,
14347,1,20241,2,2,18,392,39,39,39,39,3908,195,
14349,1,20243,2,2,18,392,39,39,39,39,3944,195,
14350,1,20233,2,2,18,393,39,39,39,39,3892,195,
14352,1,20253,2,2,18,394,39,39,39,39,4008,195,
14356,1,20221,2,2,19,257,39,39,39,39,2338,0,39.0
14359,1,20253,2,2,19,292,39,39,39,39,2664,195,39.0
14365,1,20221,2,2,19,383,39,39,39,39,2338,195,39.0
14367,1,20223,2,2,20,198,39,39,39,39,1233,0,39.0
14368,1,20223,2,2,20,310,39,39,39,39,1233,195,39.0
14369,1,20224,2,2,20,310,41,41,41,41,1340,205,41.0
14371,1,20222,2,2,20,354,41,41,41,41,1268,205,41.0
14374,1,20241,2,2,21,166,39,39,39,39,1953,0,39.0
14378,1,20233,2,2,21,292,39,39,39,39,1946,195,39.0
14381,1,20253,2,2,21,299,39,39,39,39,2004,195,39.0
14386,1,20261,2,2,21,317,39,39,39,39,2000,195,39.0
14387,1,20223,2,2,21,334,39,39,39,39,1842,195,39.0
14389,1,20252,2,2,21,375,39,39,39,39,1996,195,39.0
14391,1,20261,2,2,21,382,41,41,41,41,2099,205,41.0
14393,1,20254,2,2,21,383,43,43,43,43,2204,215,43.0
14395,1,20243,2,3,6,47,0,111,111,0,91,0,111.0
14402,1,20234,2,3,6,162,0,118,118,0,97,0,118.0
14403,1,20243,2,3,6,162,0,111,111,0,91,0,111.0
14404,1,20261,2,3,6,162,0,116,116,0,95,0,116.0
14407,1,20242,2,3,6,170,0,109,109,0,89,0,109.0
14408,1,20244,2,3,6,170,0,118,118,0,97,0,118.0
14410,1,20251,2,3,6,170,0,111,111,0,91,0,111.0
14411,1,20252,2,3,6,170,0,112,112,0,92,0,112.0
14416,1,20253,2,3,6,171,0,218,218,0,179,0,218.0
14418,1,20234,2,3,6,172,0,118,118,0,97,0,118.0
14420,1,20261,2,3,6,172,0,116,116,0,95,0,116.0
14426,1,20261,2,3,6,173,0,116,116,0,95,0,116.0
14432,1,20221,2,3,6,222,0,102,102,0,78,0,102.0
14437,1,20233,2,3,6,254,0,118,118,0,97,0,118.0
14439,1,20253,2,3,6,254,0,109,109,0,89,0,109.0
14440,1,20261,2,3,6,254,0,116,116,0,95,0,116.0
14444,1,20243,2,3,6,255,0,222,222,0,182,0,222.0
14447,1,20232,2,3,6,256,0,118,118,0,97,0,118.0
14449,1,20242,2,3,6,256,0,109,109,0,89,0,109.0
14451,1,20243,2,3,6,256,0,111,111,0,91,0,111.0
14456,1,20223,2,3,6,265,0,104,104,0,82,0,
14465,1,20241,2,3,6,292,0,216,216,0,177,0,216.0
14466,1,20251,2,3,6,292,0,111,111,0,91,0,111.0
14469,1,20253,2,3,6,292,0,109,109,0,89,0,109.0
14470,1,20261,2,3,6,292,0,116,116,0,95,0,116.0
14471,1,20253,2,3,6,298,0,109,109,0,89,0,109.0
14474,1,20242,2,3,6,299,0,109,109,0,89,0,109.0
14481,1,20233,2,3,6,300,0,118,118,0,97,0,118.0
14483,1,20242,2,3,6,300,0,109,109,0,89,0,109.0
14485,1,20243,2,3,6,300,0,333,333,0,273,0,333.0
14488,1,20252,2,3,6,300,0,224,224,0,184,0,224.0
14491,1,20254,2,3,6,300,0,119,119,0,98,0,119.0
14492,1,20261,2,3,6,300,0,116,116,0,95,0,116.0
14495,1,20242,2,3,6,307,0,109,109,0,89,0,109.0
14500,1,20261,2,3,6,308,0,116,116,0,95,0,116.0
14501,1,20253,2,3,6,309,0,109,109,0,89,0,109.0
14502,1,20232,2,3,6,310,0,118,118,0,97,0,118.0
14504,1,20243,2,3,6,310,0,111,111,0,91,0,111.0
14505,1,20244,2,3,6,310,0,118,118,0,97,0,118.0
14507,1,20232,2,3,6,311,0,118,118,0,97,0,118.0
14509,1,20242,2,3,6,311,0,218,218,0,179,0,218.0
14513,1,20222,2,3,6,329,0,111,111,0,85,0,111.0
14514,1,20222,2,3,6,333,0,111,111,0,85,0,111.0
14517,1,20232,2,3,6,335,0,118,118,0,97,0,118.0
14518,1,20222,2,3,6,337,0,111,111,0,85,0,111.0
14522,1,20223,2,3,6,352,0,104,104,0,82,0,104.0
14527,1,20222,2,3,6,354,0,111,111,0,85,0,111.0
14529,1,20222,2,3,6,355,0,333,333,0,256,0,333.0
14531,1,20223,2,3,6,355,0,104,104,0,82,0,104.0
14534,1,20243,2,3,6,375,0,111,111,0,91,0,111.0
14535,1,20252,2,3,6,375,0,112,112,0,92,0,112.0
14538,1,20232,2,3,6,381,0,118,118,0,97,0,118.0
14546,1,20233,2,3,6,383,0,236,236,0,194,0,236.0
14548,1,20242,2,3,6,383,0,109,109,0,89,0,109.0
14549,1,20252,2,3,6,383,0,112,112,0,92,0,112.0
14550,1,20261,2,3,6,383,0,116,116,0,95,0,116.0
14557,1,20252,2,3,7,297,0,112,112,0,92,0,112.0
14558,1,20252,2,3,7,299,0,112,112,0,92,0,112.0
14560,1,20232,2,3,7,310,0,118,118,0,97,0,118.0
14568,1,20253,2,3,9,160,0,109,109,0,9573,0,109.0
14569,1,20261,2,3,10,292,0,116,116,0,10165,0,116.0
14570,1,20253,2,3,10,300,0,109,109,0,9573,0,109.0
14571,1,20242,2,3,10,311,0,109,109,0,9364,0,109.0
14572,1,20224,2,3,11,101,0,111,111,0,111532,0,
14573,1,20244,2,3,11,172,0,118,118,0,122839,0,118.0
14574,1,20242,2,3,11,174,0,109,109,0,40420,0,109.0
14579,1,20254,2,3,11,298,0,119,119,0,53250,0,119.0
14587,1,20242,2,3,11,300,0,109,109,0,36644,0,109.0
14589,1,20253,2,3,11,300,0,109,109,0,48902,0,109.0
14590,1,20233,2,3,11,310,0,118,118,0,34270,0,118.0
14594,1,20231,2,3,11,383,0,106,106,0,108196,0,106.0
14597,1,20253,2,3,12,172,0,109,109,0,2857,0,109.0
14598,1,20223,2,3,17,14,0,104,104,0,449,0,
14602,1,20234,2,3,17,14,0,118,118,0,1468,0,
14604,1,20242,2,3,17,14,0,109,109,0,677,0,
14606,1,20243,2,3,17,14,0,444,444,0,2759,0,
14607,1,20244,2,3,17,14,0,236,236,0,2200,0,
14609,1,20251,2,3,17,14,0,111,111,0,598,0,
14611,1,20252,2,3,17,14,0,112,112,0,603,0,
14612,1,20253,2,3,17,14,0,109,109,0,587,0,
14613,1,20254,2,3,17,14,0,119,119,0,641,0,
14614,1,20261,2,3,17,14,0,348,348,0,2979,0,
14623,1,20252,2,3,18,3,336,336,336,336,33469,0,
14624,1,20254,2,3,18,3,119,119,119,119,11874,0,
14625,1,20261,2,3,18,3,116,116,116,116,11563,0,
14627,1,20261,2,3,18,8,116,116,116,116,11563,0,
14628,1,20242,2,3,18,9,109,109,109,109,10663,0,
14629,1,20243,2,3,18,9,111,111,111,111,10926,0,
14631,1,20251,2,3,18,9,111,111,111,111,10983,0,
14635,1,20252,2,3,18,10,112,112,112,112,11156,0,
14636,1,20261,2,3,18,10,116,116,116,116,11563,0,
14638,1,20244,2,3,18,11,118,118,118,118,11622,0,
14640,1,20252,2,3,18,11,224,224,224,224,22313,0,
14643,1,20254,2,3,18,11,119,119,119,119,11874,0,
14644,1,20261,2,3,18,11,116,116,116,116,11563,0,
14647,1,20261,2,3,18,155,116,116,116,116,11578,0,116.0
14649,1,20241,2,3,18,159,108,108,108,108,10531,0,108.0
14652,1,20234,2,3,18,160,118,118,118,118,11506,0,118.0
14653,1,20261,2,3,18,160,116,116,116,116,11563,0,116.0
14656,1,20234,2,3,18,161,118,118,118,118,11506,0,118.0
14658,1,20242,2,3,18,161,109,109,109,109,10663,0,109.0
14660,1,20244,2,3,18,161,118,118,118,118,11622,0,118.0
14662,1,20261,2,3,18,161,232,232,232,232,23126,0,232.0
14663,1,20221,2,3,18,162,102,102,102,41,3581,0,102.0
14665,1,20223,2,3,18,162,104,104,104,42,3823,0,104.0
14667,1,20231,2,3,18,162,106,106,106,106,10234,0,106.0
14668,1,20233,2,3,18,162,118,118,118,118,11460,0,118.0
14671,1,20241,2,3,18,162,108,108,108,108,10531,0,108.0
14673,1,20242,2,3,18,162,218,218,218,218,21327,0,218.0
14675,1,20243,2,3,18,162,111,111,111,111,10926,0,111.0
14678,1,20252,2,3,18,162,112,112,112,112,11156,0,112.0
14679,1,20253,2,3,18,162,109,109,109,109,10904,0,109.0
14681,1,20261,2,3,18,162,232,232,232,232,23156,0,232.0
14683,1,20224,2,3,18,163,111,111,111,111,10551,0,111.0
14684,1,20232,2,3,18,163,118,118,118,118,11406,0,118.0
14688,1,20261,2,3,18,163,116,116,116,116,11578,0,116.0
14689,1,20251,2,3,18,166,111,111,111,111,10983,0,111.0
14691,1,20242,2,3,18,167,109,109,109,109,10663,0,109.0
14694,1,20232,2,3,18,171,118,118,118,118,11406,0,118.0
14699,1,20254,2,3,18,171,119,119,119,119,11874,0,119.0
14700,1,20231,2,3,18,172,106,106,106,106,10234,0,106.0
14704,1,20243,2,3,18,172,111,111,111,111,10926,0,111.0
14706,1,20244,2,3,18,172,118,118,118,118,11622,0,118.0
14708,1,20252,2,3,18,172,112,112,112,112,11156,0,112.0
14709,1,20253,2,3,18,172,109,109,109,109,10904,0,109.0
14713,1,20231,2,3,18,173,106,106,106,106,10234,0,106.0
14715,1,20232,2,3,18,173,118,118,118,71,6844,0,118.0
14717,1,20241,2,3,18,173,108,108,108,108,10531,0,108.0
14720,1,20244,2,3,18,173,236,236,236,236,23244,0,236.0
14723,1,20252,2,3,18,173,112,112,112,112,11156,0,112.0
14724,1,20261,2,3,18,173,348,348,348,348,34719,0,348.0
14727,1,20231,2,3,18,174,106,106,106,106,10234,0,106.0
14728,1,20242,2,3,18,174,109,109,109,109,10663,0,109.0
14732,1,20252,2,3,18,174,224,224,224,224,22313,0,224.0
14733,1,20253,2,3,18,174,109,109,109,109,10904,0,109.0
14735,1,20254,2,3,18,174,357,357,357,357,35621,0,357.0
14736,1,20261,2,3,18,174,348,348,348,348,34719,0,348.0
14740,1,20223,2,3,18,203,104,104,104,104,9558,0,104.0
14741,1,20224,2,3,18,203,111,111,111,111,10551,0,111.0
14742,1,20261,2,3,18,203,116,116,116,116,11563,0,116.0
14747,1,20223,2,3,18,223,104,104,104,104,9558,0,104.0
14750,1,20223,2,3,18,224,104,104,104,104,9558,0,104.0
14752,1,20224,2,3,18,234,111,111,111,44,4220,0,
14754,1,20234,2,3,18,249,118,118,118,118,11506,0,118.0
14757,1,20231,2,3,18,254,106,106,106,106,10234,0,106.0
14759,1,20233,2,3,18,254,118,118,118,118,11460,0,118.0
14762,1,20223,2,3,18,255,104,104,104,5,478,0,104.0
14764,1,20231,2,3,18,255,106,106,106,106,10234,0,106.0
14765,1,20232,2,3,18,255,118,118,118,118,11406,0,118.0
14769,1,20251,2,3,18,255,111,111,111,111,10983,0,111.0
14770,1,20261,2,3,18,255,116,116,116,116,11578,0,116.0
14771,1,20222,2,3,18,256,111,111,111,44,3990,0,111.0
14773,1,20224,2,3,18,256,222,222,222,222,21101,0,222.0
14776,1,20232,2,3,18,256,118,118,118,118,11406,0,118.0
14777,1,20233,2,3,18,256,118,118,118,118,11460,0,118.0
14779,1,20234,2,3,18,256,118,118,118,118,11506,0,118.0
14781,1,20241,2,3,18,256,108,108,108,108,10531,0,108.0
