product_key,portfolio_key,product_label,product_name,pack_name,corporation_name,corporation_group,atc4_raw,atc4_code,atc4_description,molecule_list,molecule_count,is_combo_molecule,protection_current,international_prescription
722,360,BISOPROLOLO PNS,BISOPROLOLO PNS,COMPR 2.5MG,TOWA PHARMA,TOWA PHARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
723,360,BISOPROLOLO PNS,BISOPROLOLO PNS,COMPR 2.5MG 28,TOWA PHARMA,TOWA PHARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
724,360,BISOPROLOLO PNS,BISOPROLOLO PNS,COMPR 3.75MG 28,TOWA PHARMA,TOWA PHARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
725,360,BISOPROLOLO PNS,BISOPROLOLO PNS,COMPR 5MG 28,TOWA PHARMA,TOWA PHARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
726,360,BISOPROLOLO PNS,BISOPROLOLO PNS,COMPR 7.5MG 28,TOWA PHARMA,TOWA PHARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
727,361,CARVEDILOLO PNS,CARVEDILOLO PNS,COMPR DIV 25MG 30,TOWA PHARMA,TOWA PHARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
728,361,CARVEDILOLO PNS,CARVEDILOLO PNS,COMPR DIV 6.25MG,TOWA PHARMA,TOWA PHARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
729,361,CARVEDILOLO PNS,CARVEDILOLO PNS,COMPR DIV 6.25MG 28,TOWA PHARMA,TOWA PHARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
730,362,NEBIVOLOL PENSA,NEBIVOLOL PENSA,TABL 5MG 28,TOWA PHARMA,TOWA PHARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",NEBIVOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
731,363,NEBIVOLOLO PNS,NEBIVOLOLO PNS,COMPR 5MG 28,TOWA PHARMA,TOWA PHARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",NEBIVOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
732,364,BLOCATENS,BLOCATENS,C.TABS 10MG 30,UNI-PHARMA,UNI-PHARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
733,365,THERACOR,THERACOR,F.C.TABS 5MG 30,UNI-PHARMA,UNI-PHARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
734,366,ATENOLOLO MGI,ATENOLOLO MGI,COMPR 100MG,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",ATENOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
735,366,ATENOLOLO MGI,ATENOLOLO MGI,COMPR 100MG 42,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",ATENOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
736,366,ATENOLOLO MGI,ATENOLOLO MGI,COMPR 100MG 50,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",ATENOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
737,367,BISOPROLOL COR VIA,BISOPROLOL COR VIA,TABL RECUB 10MG 28,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
738,367,BISOPROLOL COR VIA,BISOPROLOL COR VIA,TABL RECUB 2.50MG 28,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
739,367,BISOPROLOL COR VIA,BISOPROLOL COR VIA,TABL RECUB 5MG 28,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
740,368,BISOPROLOL VIATRIS,BISOPROLOL VIATRIS,TABL RECUB 10MG 30,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
741,368,BISOPROLOL VIATRIS,BISOPROLOL VIATRIS,TABL RECUB 10MG 60,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
742,368,BISOPROLOL VIATRIS,BISOPROLOL VIATRIS,TABL RECUB 5MG 30,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
743,368,BISOPROLOL VIATRIS,BISOPROLOL VIATRIS,TABL RECUB 5MG 60,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
744,369,BISOPROLOLO MGI,BISOPROLOLO MGI,COMPR RIV. 1.25MG,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
745,369,BISOPROLOLO MGI,BISOPROLOLO MGI,COMPR RIV. 1.25MG 28,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
746,369,BISOPROLOLO MGI,BISOPROLOLO MGI,COMPR RIV. 10MG,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
747,369,BISOPROLOLO MGI,BISOPROLOLO MGI,COMPR RIV. 10MG 28,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
748,369,BISOPROLOLO MGI,BISOPROLOLO MGI,COMPR RIV. 2.5MG,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
749,369,BISOPROLOLO MGI,BISOPROLOLO MGI,COMPR RIV. 2.5MG 28,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
750,369,BISOPROLOLO MGI,BISOPROLOLO MGI,COMPR RIV. 3.75MG,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
751,369,BISOPROLOLO MGI,BISOPROLOLO MGI,COMPR RIV. 3.75MG 28,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
752,369,BISOPROLOLO MGI,BISOPROLOLO MGI,COMPR RIV. 5MG,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
753,369,BISOPROLOLO MGI,BISOPROLOLO MGI,COMPR RIV. 5MG 28,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
754,370,CARVEDILOL GENERIC,CARVEDILOL GENERIC,F.C.TABS 12.5MG 28,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
755,370,CARVEDILOL GENERIC,CARVEDILOL GENERIC,F.C.TABS 25MG 28,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
756,370,CARVEDILOL GENERIC,CARVEDILOL GENERIC,F.C.TABS 6.25MG 28,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
757,371,CARVEDILOL/MYLAN,CARVEDILOL/MYLAN,F.C.TABS 12.5MG 28,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
758,371,CARVEDILOL/MYLAN,CARVEDILOL/MYLAN,F.C.TABS 25MG 28,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
759,371,CARVEDILOL/MYLAN,CARVEDILOL/MYLAN,F.C.TABS 6.25MG 28,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
760,372,CARVEDILOLO MGI,CARVEDILOLO MGI,COMPR RIV. 25MG,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
761,372,CARVEDILOLO MGI,CARVEDILOLO MGI,COMPR RIV. 25MG 30,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
762,372,CARVEDILOLO MGI,CARVEDILOLO MGI,COMPR RIV. 6.25MG,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
763,372,CARVEDILOLO MGI,CARVEDILOLO MGI,COMPR RIV. 6.25MG 28,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
764,373,NEBIVOLOL VIATRIS,NEBIVOLOL VIATRIS,TABL 5MG,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",NEBIVOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
765,373,NEBIVOLOL VIATRIS,NEBIVOLOL VIATRIS,TABL 5MG 28,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",NEBIVOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
766,374,NEBIVOLOL/GENERICS,NEBIVOLOL/GENERICS,F.C.TABS 5MG 28,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",NEBIVOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
767,375,NEBIVOLOLO MGI,NEBIVOLOLO MGI,CPR DIV 5MG,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",NEBIVOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
768,375,NEBIVOLOLO MGI,NEBIVOLOLO MGI,CPR DIV 5MG 28,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",NEBIVOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
769,376,NIVOLON,NIVOLON,COMPR 5MG 28,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",NEBIVOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
770,377,RYTMOBETA,RYTMOBETA,COMPR 160MG 50,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SOTALOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
771,377,RYTMOBETA,RYTMOBETA,COMPR 80MG,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SOTALOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
772,377,RYTMOBETA,RYTMOBETA,COMPR 80MG 50,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SOTALOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
773,378,SOTALOL/GENERICS,SOTALOL/GENERICS,TABS 160MG 30,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SOTALOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
774,378,SOTALOL/GENERICS,SOTALOL/GENERICS,TABS 80MG 30,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SOTALOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
775,379,SOTALOL/MYLAN,SOTALOL/MYLAN,TABS 160MG 30,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SOTALOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
776,379,SOTALOL/MYLAN,SOTALOL/MYLAN,TABS 80MG 30,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SOTALOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
777,380,SOTALOLO MGI,SOTALOLO MGI,COMPR 80MG,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SOTALOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
778,380,SOTALOLO MGI,SOTALOLO MGI,COMPR 80MG 40,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SOTALOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
779,380,SOTALOLO MGI,SOTALOLO MGI,COMPR 80MG 50,VIATRIS,VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SOTALOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
780,381,CARVIPRESS,CARVIPRESS,COMPR 25MG,VISUFARMA,VISUFARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NO LONGER PROTECTED,PRESCRIPTION BOUND
781,381,CARVIPRESS,CARVIPRESS,COMPR 25MG 30,VISUFARMA,VISUFARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NO LONGER PROTECTED,PRESCRIPTION BOUND
782,382,ATENOLOLO ALM,ATENOLOLO ALM,COMPR DIV 100MG,WALGREENS BOOTS AL,WALGREENS BOOTS AL,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",ATENOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
783,382,ATENOLOLO ALM,ATENOLOLO ALM,COMPR DIV 100MG 42,WALGREENS BOOTS AL,WALGREENS BOOTS AL,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",ATENOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
784,383,BISOPROLOLO ALM,BISOPROLOLO ALM,COMPR RIV. 10MG 28,WALGREENS BOOTS AL,WALGREENS BOOTS AL,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
785,383,BISOPROLOLO ALM,BISOPROLOLO ALM,COMPR RIV. 2.5MG,WALGREENS BOOTS AL,WALGREENS BOOTS AL,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
786,383,BISOPROLOLO ALM,BISOPROLOLO ALM,COMPR RIV. 2.5MG 28,WALGREENS BOOTS AL,WALGREENS BOOTS AL,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
787,383,BISOPROLOLO ALM,BISOPROLOLO ALM,COMPR RIV. 5MG 28,WALGREENS BOOTS AL,WALGREENS BOOTS AL,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
788,384,CARVEDILOL ALMUS,CARVEDILOL ALMUS,TABL 25MG 28,WALGREENS BOOTS AL,WALGREENS BOOTS AL,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
789,384,CARVEDILOL ALMUS,CARVEDILOL ALMUS,TABL 6.25MG 28,WALGREENS BOOTS AL,WALGREENS BOOTS AL,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
790,385,CARVEDILOLO ALM,CARVEDILOLO ALM,COMPR 25MG,WALGREENS BOOTS AL,WALGREENS BOOTS AL,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
791,385,CARVEDILOLO ALM,CARVEDILOLO ALM,COMPR 25MG 30,WALGREENS BOOTS AL,WALGREENS BOOTS AL,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
792,385,CARVEDILOLO ALM,CARVEDILOLO ALM,COMPR 6.25MG,WALGREENS BOOTS AL,WALGREENS BOOTS AL,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
793,385,CARVEDILOLO ALM,CARVEDILOLO ALM,COMPR 6.25MG 28,WALGREENS BOOTS AL,WALGREENS BOOTS AL,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
794,386,ATENOLOLO ZEN,ATENOLOLO ZEN,COMPR 100MG,ZENTIVA,ZENTIVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",ATENOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
795,386,ATENOLOLO ZEN,ATENOLOLO ZEN,COMPR 100MG 42,ZENTIVA,ZENTIVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",ATENOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
796,386,ATENOLOLO ZEN,ATENOLOLO ZEN,COMPR 100MG 50,ZENTIVA,ZENTIVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",ATENOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
797,387,BISOPROLOL ZENTIVA,BISOPROLOL ZENTIVA,TABL 1.25MG 20,ZENTIVA,ZENTIVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
798,387,BISOPROLOL ZENTIVA,BISOPROLOL ZENTIVA,TABL 10MG 30,ZENTIVA,ZENTIVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
799,387,BISOPROLOL ZENTIVA,BISOPROLOL ZENTIVA,TABL 10MG 60,ZENTIVA,ZENTIVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
800,387,BISOPROLOL ZENTIVA,BISOPROLOL ZENTIVA,TABL 2.50MG,ZENTIVA,ZENTIVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
801,387,BISOPROLOL ZENTIVA,BISOPROLOL ZENTIVA,TABL 2.50MG 28,ZENTIVA,ZENTIVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
802,387,BISOPROLOL ZENTIVA,BISOPROLOL ZENTIVA,TABL 5MG 30,ZENTIVA,ZENTIVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
803,387,BISOPROLOL ZENTIVA,BISOPROLOL ZENTIVA,TABL 5MG 60,ZENTIVA,ZENTIVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
804,388,BISOPROLOLO ZEN,BISOPROLOLO ZEN,COMPR 1.25MG,ZENTIVA,ZENTIVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
805,388,BISOPROLOLO ZEN,BISOPROLOLO ZEN,COMPR 1.25MG 28,ZENTIVA,ZENTIVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
806,388,BISOPROLOLO ZEN,BISOPROLOLO ZEN,COMPR 10MG 28,ZENTIVA,ZENTIVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
807,388,BISOPROLOLO ZEN,BISOPROLOLO ZEN,COMPR 2.5MG,ZENTIVA,ZENTIVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
808,388,BISOPROLOLO ZEN,BISOPROLOLO ZEN,COMPR 2.5MG 28,ZENTIVA,ZENTIVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
809,388,BISOPROLOLO ZEN,BISOPROLOLO ZEN,COMPR 3.75MG 28,ZENTIVA,ZENTIVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
810,388,BISOPROLOLO ZEN,BISOPROLOLO ZEN,COMPR 5MG,ZENTIVA,ZENTIVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
811,388,BISOPROLOLO ZEN,BISOPROLOLO ZEN,COMPR 5MG 28,ZENTIVA,ZENTIVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
812,388,BISOPROLOLO ZEN,BISOPROLOLO ZEN,COMPR 7.5MG 28,ZENTIVA,ZENTIVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
813,388,BISOPROLOLO ZEN,BISOPROLOLO ZEN,COMPR RIV. 10MG,ZENTIVA,ZENTIVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
