product_key,portfolio_key,product_label,product_name,pack_name,corporation_name,corporation_group,atc4_raw,atc4_code,atc4_description,molecule_list,molecule_count,is_combo_molecule,protection_current,international_prescription
624,333,BISOPROLOL STADA,BISOPROLOL STADA,TABL 2.50MG,STADA,STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
625,333,BISOPROLOL STADA,BISOPROLOL STADA,TABL 2.50MG 28,STADA,STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
626,333,BISOPROLOL STADA,BISOPROLOL STADA,TABL 5MG 28,STADA,STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
627,333,BISOPROLOL STADA,BISOPROLOL STADA,TABL 5MG 30,STADA,STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
628,333,BISOPROLOL STADA,BISOPROLOL STADA,TABL 5MG 60,STADA,STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
629,334,BISOPROLOLO EG,BISOPROLOLO EG,COMPR RIV. 1.25MG,STADA,STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
630,334,BISOPROLOLO EG,BISOPROLOLO EG,COMPR RIV. 1.25MG 28,STADA,STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
631,334,BISOPROLOLO EG,BISOPROLOLO EG,COMPR RIV. 2.5MG,STADA,STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
632,334,BISOPROLOLO EG,BISOPROLOLO EG,COMPR RIV. 2.5MG 28,STADA,STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
633,334,BISOPROLOLO EG,BISOPROLOLO EG,COMPR RIV. 3.75MG,STADA,STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
634,334,BISOPROLOLO EG,BISOPROLOLO EG,COMPR RIV. 3.75MG 28,STADA,STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
635,334,BISOPROLOLO EG,BISOPROLOLO EG,COMPR RIV. 5MG,STADA,STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
636,334,BISOPROLOLO EG,BISOPROLOLO EG,COMPR RIV.BL 10MG 28,STADA,STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
637,334,BISOPROLOLO EG,BISOPROLOLO EG,COMPR RIV.BL 5MG,STADA,STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
638,334,BISOPROLOLO EG,BISOPROLOLO EG,COMPR RIV.BL 5MG 28,STADA,STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
639,335,CARVEDILOLO EG,CARVEDILOLO EG,COMPR 25MG,STADA,STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
640,335,CARVEDILOLO EG,CARVEDILOLO EG,COMPR 25MG 30,STADA,STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
641,335,CARVEDILOLO EG,CARVEDILOLO EG,COMPR 6.25MG,STADA,STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
642,335,CARVEDILOLO EG,CARVEDILOLO EG,COMPR 6.25MG 28,STADA,STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
643,336,METOPROLOLO EG,METOPROLOLO EG,COMPR 100MG,STADA,STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",METOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
644,336,METOPROLOLO EG,METOPROLOLO EG,COMPR 100MG 100,STADA,STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",METOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
645,336,METOPROLOLO EG,METOPROLOLO EG,COMPR 100MG 30,STADA,STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",METOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
646,336,METOPROLOLO EG,METOPROLOLO EG,COMPR 100MG 50,STADA,STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",METOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
647,336,METOPROLOLO EG,METOPROLOLO EG,COMPR RETARD 200MG,STADA,STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",METOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
648,336,METOPROLOLO EG,METOPROLOLO EG,COMPR RETARD 200MG 50,STADA,STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",METOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
649,337,NEBIVOLOL STADA,NEBIVOLOL STADA,TABL 5MG 28,STADA,STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",NEBIVOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
650,338,NEBIVOLOLO EG,NEBIVOLOLO EG,CPR DIV 5MG,STADA,STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",NEBIVOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
651,338,NEBIVOLOLO EG,NEBIVOLOLO EG,CPR DIV 5MG 28,STADA,STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",NEBIVOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
652,339,CARVEDILOLO SUN,CARVEDILOLO SUN,COMPR 25MG 30,SUN PHARMA,SUN PHARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
653,339,CARVEDILOLO SUN,CARVEDILOLO SUN,COMPR 6.25MG,SUN PHARMA,SUN PHARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
654,339,CARVEDILOLO SUN,CARVEDILOLO SUN,COMPR 6.25MG 28,SUN PHARMA,SUN PHARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
655,340,NEBIVOLOLO SUN,NEBIVOLOLO SUN,COMPR 5MG 28,SUN PHARMA,SUN PHARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",NEBIVOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
656,341,SELES BETA,SELES BETA,COMPR 100MG,TEOFARMA,TEOFARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",ATENOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
657,341,SELES BETA,SELES BETA,COMPR 100MG 50,TEOFARMA,TEOFARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",ATENOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
658,342,TRANDATE,TRANDATE,COMPR 100MG,TEOFARMA,TEOFARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",LABETALOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
659,342,TRANDATE,TRANDATE,COMPR 100MG 30,TEOFARMA,TEOFARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",LABETALOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
660,342,TRANDATE,TRANDATE,COMPR 200MG,TEOFARMA,TEOFARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",LABETALOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
661,342,TRANDATE,TRANDATE,COMPR 200MG 30,TEOFARMA,TEOFARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",LABETALOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
662,342,TRANDATE,TRANDATE,F.EV 100MG 20ML,TEOFARMA,TEOFARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",LABETALOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
663,343,VISKEN,VISKEN,COMPR 5MG,TEOFARMA,TEOFARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",PINDOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
664,343,VISKEN,VISKEN,COMPR 5MG 30,TEOFARMA,TEOFARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",PINDOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
665,344,ATENOLOL RATIO,ATENOLOL RATIO,TABL 100MG 30,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",ATENOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
666,344,ATENOLOL RATIO,ATENOLOL RATIO,TABL 100MG 60,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",ATENOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
667,345,ATENOLOLO RAT,ATENOLOLO RAT,COMPR RIV. 100MG,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",ATENOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
668,345,ATENOLOLO RAT,ATENOLOLO RAT,COMPR RIV. 100MG 14,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",ATENOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
669,345,ATENOLOLO RAT,ATENOLOLO RAT,COMPR RIV. 100MG 42,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",ATENOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
670,345,ATENOLOLO RAT,ATENOLOLO RAT,COMPR RIV. 100MG 50,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",ATENOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
671,346,ATENOLOLO TEV,ATENOLOLO TEV,COMPR 100MG,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",ATENOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
672,347,BISOPROLOL RATIO,BISOPROLOL RATIO,TABL 10MG,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
673,347,BISOPROLOL RATIO,BISOPROLOL RATIO,TABL 10MG 28,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
674,347,BISOPROLOL RATIO,BISOPROLOL RATIO,TABL 10MG 30,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
675,347,BISOPROLOL RATIO,BISOPROLOL RATIO,TABL 10MG 60,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
676,347,BISOPROLOL RATIO,BISOPROLOL RATIO,TABL 2.50MG 28,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
677,347,BISOPROLOL RATIO,BISOPROLOL RATIO,TABL 5MG 28,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
678,347,BISOPROLOL RATIO,BISOPROLOL RATIO,TABL 5MG 30,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
679,347,BISOPROLOL RATIO,BISOPROLOL RATIO,TABL 5MG 60,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
680,348,BISOPROLOL TEVA,BISOPROLOL TEVA,TABL RECUB 10MG 28,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
681,348,BISOPROLOL TEVA,BISOPROLOL TEVA,TABL RECUB 10MG 30,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
682,348,BISOPROLOL TEVA,BISOPROLOL TEVA,TABL RECUB 10MG 60,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
683,348,BISOPROLOL TEVA,BISOPROLOL TEVA,TABL RECUB 2.50MG,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
684,348,BISOPROLOL TEVA,BISOPROLOL TEVA,TABL RECUB 2.50MG 28,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
685,348,BISOPROLOL TEVA,BISOPROLOL TEVA,TABL RECUB 5MG,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
686,348,BISOPROLOL TEVA,BISOPROLOL TEVA,TABL RECUB 5MG 28,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
687,348,BISOPROLOL TEVA,BISOPROLOL TEVA,TABL RECUB 5MG 30,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
688,348,BISOPROLOL TEVA,BISOPROLOL TEVA,TABL RECUB 5MG 60,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
689,349,BISOPROLOLO TEV,BISOPROLOLO TEV,COMPR 1.25MG,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
690,349,BISOPROLOLO TEV,BISOPROLOLO TEV,COMPR 1.25MG 28,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
691,349,BISOPROLOLO TEV,BISOPROLOLO TEV,COMPR 10MG,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
692,349,BISOPROLOLO TEV,BISOPROLOLO TEV,COMPR 10MG 28,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
693,349,BISOPROLOLO TEV,BISOPROLOLO TEV,COMPR 2.5MG,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
694,349,BISOPROLOLO TEV,BISOPROLOLO TEV,COMPR 2.5MG 28,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
695,349,BISOPROLOLO TEV,BISOPROLOLO TEV,COMPR 3.75MG,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
696,349,BISOPROLOLO TEV,BISOPROLOLO TEV,COMPR 3.75MG 28,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
697,349,BISOPROLOLO TEV,BISOPROLOLO TEV,COMPR 5MG,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
698,349,BISOPROLOLO TEV,BISOPROLOLO TEV,COMPR 5MG 28,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
699,350,CARVEDILOL RATIO,CARVEDILOL RATIO,TABL 25MG,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
700,350,CARVEDILOL RATIO,CARVEDILOL RATIO,TABL 25MG 28,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
701,350,CARVEDILOL RATIO,CARVEDILOL RATIO,TABL 6.25MG 28,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
702,351,CARVEDILOL TEVA,CARVEDILOL TEVA,TABL 25MG,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
703,351,CARVEDILOL TEVA,CARVEDILOL TEVA,TABL 25MG 28,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
704,351,CARVEDILOL TEVA,CARVEDILOL TEVA,TABL 6.25MG 28,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
705,352,CARVEDILOLO RAT,CARVEDILOLO RAT,COMPR 25MG,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
706,352,CARVEDILOLO RAT,CARVEDILOLO RAT,COMPR 25MG 30,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
707,352,CARVEDILOLO RAT,CARVEDILOLO RAT,COMPR 6.25MG,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
708,352,CARVEDILOLO RAT,CARVEDILOLO RAT,COMPR 6.25MG 28,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",CARVEDILOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
709,353,NEBIVOLOL RATIO,NEBIVOLOL RATIO,TABL 5MG 28,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",NEBIVOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
710,354,NEBIVOLOL TEVA,NEBIVOLOL TEVA,TABL 5MG 28,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",NEBIVOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
711,355,NEBIVOLOLO TEV,NEBIVOLOLO TEV,COMPR 5MG,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",NEBIVOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
712,355,NEBIVOLOLO TEV,NEBIVOLOLO TEV,COMPR 5MG 28,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",NEBIVOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
713,356,SOTALOL TEVA,SOTALOL TEVA,TABL 80MG,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SOTALOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
714,357,SOTALOLO TEV,SOTALOLO TEV,COMPR 80MG,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SOTALOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
715,357,SOTALOLO TEV,SOTALOLO TEV,COMPR 80MG 40,TEVA,TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SOTALOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
716,358,ATENOLOLO PNS,ATENOLOLO PNS,COMPR 100MG 42,TOWA PHARMA,TOWA PHARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",ATENOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
717,358,ATENOLOLO PNS,ATENOLOLO PNS,COMPR 100MG 50,TOWA PHARMA,TOWA PHARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",ATENOLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
718,359,BISOPROLOL PENSA,BISOPROLOL PENSA,TABL 1.25MG 20,TOWA PHARMA,TOWA PHARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
719,359,BISOPROLOL PENSA,BISOPROLOL PENSA,TABL 2.50MG 28,TOWA PHARMA,TOWA PHARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
720,360,BISOPROLOLO PNS,BISOPROLOLO PNS,COMPR 1.25MG,TOWA PHARMA,TOWA PHARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
721,360,BISOPROLOLO PNS,BISOPROLOLO PNS,COMPR 1.25MG 28,TOWA PHARMA,TOWA PHARMA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",BISOPROLOL,1,False,NEVER PROTECTED,PRESCRIPTION BOUND
